"x","x+sin(x)"
85.900000, 85.019461
86.000000, 85.076542
86.100000, 85.142849
86.200000, 85.218720
86.300000, 85.304396
86.400000, 85.400019
86.500000, 85.505634
86.600000, 85.621184
86.700000, 85.746515
86.800000, 85.881372
86.900000, 86.025408
87.000000, 86.178182
87.100000, 86.339168
87.200000, 86.507756
87.300000, 86.683260
87.400000, 86.864927
87.500000, 87.051940
87.600000, 87.243430
87.700000, 87.438482
87.800000, 87.636148
87.900000, 87.835451
88.000000, 88.035398
88.100000, 88.234992
88.200000, 88.433238
88.300000, 88.629152
88.400000, 88.821778
88.500000, 89.010190
88.600000, 89.193504
88.700000, 89.370888
88.800000, 89.541569
88.900000, 89.704840
89.000000, 89.860069
89.100000, 90.006705
89.200000, 90.144282
89.300000, 90.272423
89.400000, 90.390849
89.500000, 90.499374
89.600000, 90.597914
89.700000, 90.686482
89.800000, 90.765195
89.900000, 90.834263
90.000000, 90.893997
90.100000, 90.944798
90.200000, 90.987158
90.300000, 91.021653
90.400000, 91.048937
90.500000, 91.069738
90.600000, 91.084846
90.700000, 91.095109
90.800000, 91.101425
90.900000, 91.104729
91.000000, 91.105988
91.100000, 91.106187
91.200000, 91.106324
91.300000, 91.107398
91.400000, 91.110396
91.500000, 91.116288
91.600000, 91.126013
91.700000, 91.140475
91.800000, 91.160527
91.900000, 91.186968
92.000000, 91.220534
92.100000, 91.261888
92.200000, 91.311616
92.300000, 91.370221
92.400000, 91.438115
92.500000, 91.515621
92.600000, 91.602962
92.700000, 91.700265
92.800000, 91.807557
92.900000, 91.924765
93.000000, 92.051718
93.100000, 92.188145
93.200000, 92.333684
93.300000, 92.487878
93.400000, 92.650187
93.500000, 92.819988
93.600000, 92.996583
93.700000, 93.179207
93.800000, 93.367035
93.900000, 93.559189
94.000000, 93.754748
94.100000, 93.952758
94.200000, 94.152239
94.300000, 94.352197
94.400000, 94.551633
94.500000, 94.749555
94.600000, 94.944983
94.700000, 95.136964
94.800000, 95.324579
94.900000, 95.506953
95.000000, 95.683262
95.100000, 95.852744
95.200000, 96.014705
95.300000, 96.168526
95.400000, 96.313669
95.500000, 96.449682
95.600000, 96.576207
95.700000, 96.692978
95.800000, 96.799827
95.900000, 96.896687
96.000000, 96.983588
96.100000, 97.060661
96.200000, 97.128135
96.300000, 97.186336
96.400000, 97.235681
96.500000, 97.276676
96.600000, 97.309911
96.700000, 97.336053
96.800000, 97.355839
96.900000, 97.370072
97.000000, 97.379608
97.100000, 97.385351
97.200000, 97.388242
97.300000, 97.389253
97.400000, 97.389372
97.500000, 97.389598
97.600000, 97.390926
97.700000, 97.394344
97.800000, 97.400815
97.900000, 97.411275
98.000000, 97.426618
98.100000, 97.447690
98.200000, 97.475280
98.300000, 97.510111
98.400000, 97.552834
98.500000, 97.604022
98.600000, 97.664163
98.700000, 97.733653
98.800000, 97.812800
98.900000, 97.901810
99.000000, 98.000793
99.100000, 98.109760
99.200000, 98.228622
99.300000, 98.357189
99.400000, 98.495177
99.500000, 98.642205
99.600000, 98.797804
99.700000, 98.961418
99.800000, 99.132412
99.900000, 99.310076
100.000000, 99.493634
